PLAYER,SEASON,FGM,FGA,TPM,TPA,FTM,FTA
Aaron Brooks,2010,575,1331,209,525,245,298
Chauncey Billups,2010,402,962,157,407,466,512
David West,2010,619,1226,7,27,296,342
Brook Lopez,2010,563,1129,0,2,416,509
Antawn Jamison,2010,478,1036,85,247,194,300
Chris Paul,2010,314,637,52,127,161,190
Deron Williams,2010,494,1053,96,259,335,418
Chris Kaman,2010,589,1202,0,6,230,307
Dwight Howard,2010,510,834,0,7,483,816
Pau Gasol,2010,452,844,0,5,286,362
Paul Pierce,2010,409,867,109,263,369,433
Gerald Wallace,2010,456,943,52,140,422,544
Richard Hamilton,2010,293,717,41,138,204,241
Jamal Crawford,2010,496,1105,163,427,270,315
Tim Duncan,2010,561,1082,2,11,271,374
LaMarcus Aldridge,2010,579,1169,5,16,230,304
Al Harrington,2010,448,1030,140,409,240,317
Luol Deng,2010,473,1014,32,83,252,330
Stephen Curry,2010,528,1143,166,380,177,200
O.J. Mayo,2010,542,1183,136,355,212,262
Andrea Bargnani,2010,537,1143,121,325,181,234
Al Jefferson,2010,560,1125,0,4,181,266
Andre Iguodala,2010,496,1120,94,303,315,430
Devin Harris,2010,356,884,60,217,308,386
Eric Gordon,2010,352,784,119,321,222,299
Carl Landry,2010,499,931,1,3,344,427
Rodney Stuckey,2010,449,1109,18,79,299,359
Jason Terry,2010,456,1041,136,373,232,268
Vince Carter,2010,434,1015,119,324,257,306
Manu Ginobili,2010,398,903,132,350,309,355
Steve Nash,2010,499,985,124,291,211,225
Caron Butler,2010,450,1051,42,145,264,315
Ray Allen,2010,464,973,145,399,231,253
Luis Scola,2010,560,1090,1,5,208,267
Russell Westbrook,2010,485,1160,23,104,329,422
Tony Parker,2010,349,716,10,34,186,246
Andrew Bogut,2010,473,910,0,2,149,237
Mo Williams,2010,378,855,159,371,177,198
Jason Richardson,2010,473,998,157,400,136,184
Josh Smith,2010,504,999,0,7,261,422
Brandon Jennings,2010,451,1216,145,388,223,273
J.R. Smith,2010,428,1033,158,467,142,201
John Salmons,2010,437,991,118,309,253,305
Wilson Chandler,2010,412,860,40,150,129,160
Baron Davis,2010,412,1015,82,296,239,291
Reggie Williams,2010,140,283,33,92,52,62
Jeff Green,2010,485,1070,104,312,165,223
Danilo Gallinari,2010,392,927,186,488,251,307
Andrew Bynum,2010,392,688,0,1,193,261
Trevor Ariza,2010,394,999,136,407,148,228
Michael Beasley,2010,468,1040,28,102,192,240
Marc Gasol,2010,378,651,0,1,252,376
Troy Murphy,2010,384,813,128,333,154,193
Marcus Thornton,2010,398,883,117,313,144,177
Kevin Garnett,2010,402,772,1,5,185,221
Al Horford,2010,467,847,1,1,213,270
Andray Blatche,2010,478,999,13,44,174,234
Rashard Lewis,2010,350,805,168,423,145,180
Kevin Love,2010,291,646,35,106,225,276
Louis Williams,2010,318,677,70,206,192,233
Andre Miller,2010,404,908,16,80,322,392
Kelenna Azubuike,2010,48,88,10,27,19,28
Nene,2010,421,717,0,2,293,416
Thaddeus Young,2010,382,813,48,138,114,165
Ben Gordon,2010,291,699,75,234,198,230
Allen Iverson,2010,136,316,9,25,104,131
Rajon Rondo,2010,459,904,17,80,175,282
Jermaine O'Neal,2010,394,745,0,2,162,225
Mehmet Okur,2010,355,775,82,213,196,239
Jonny Flynn,2010,397,952,77,215,223,270
Tayshaun Prince,2010,282,580,27,73,70,98
Elton Brand,2010,412,858,0,1,172,233
Anthony Morrow,2010,329,703,140,307,101,114
Corey Brewer,2010,409,949,82,237,166,256
Beno Udrih,2010,415,841,75,199,118,141
Josh Howard,2010,157,388,23,86,109,139
Peja Stojakovic,2010,278,688,132,352,96,107
Jameer Nelson,2010,317,706,86,226,98,116
Jason Thompson,2010,370,784,1,10,198,277
Courtney Lee,2010,338,775,76,225,133,153
Darren Collison,2010,376,789,46,115,148,174
George Hill,2010,353,738,75,188,183,237
Richard Jefferson,2010,362,775,59,187,211,287
Raymond Felton,2010,388,846,60,156,132,173
Shaquille O'Neal,2010,262,463,0,1,112,226
Mike Conley,2010,369,830,82,212,139,187
Yi Jianlian,2010,227,563,15,41,154,193
Shawn Marion,2010,395,778,3,19,105,139
Michael Redd,2010,75,213,18,60,47,66
Rasual Butler,2010,356,870,145,432,122,145
Charlie Villanueva,2010,363,827,99,282,106,130
Andrei Kirilenko,2010,244,482,26,89,174,234
Raja Bell,2010,28,61,12,27,3,3
Anthony Tolliver,2010,193,449,50,152,103,134
Roy Hibbert,2010,387,782,3,6,169,224
Anthony Randolph,2010,137,309,1,5,109,136
Paul Millsap,2010,385,716,1,9,183,264
Kenyon Martin,2010,283,620,8,29,93,167
Jarrett Jack,2010,323,671,82,199,203,241
Boris Diaw,2010,373,773,66,206,113,147
Hedo Turkoglu,2010,276,674,108,289,175,226
Grant Hill,2010,336,703,35,80,205,251
Channing Frye,2010,317,703,172,392,98,121
Carlos Delfino,2010,299,732,134,365,93,119
Metta World Peace,2010,306,740,105,296,128,186
Ryan Gomes,2010,327,732,74,199,104,126
Drew Gooden,2010,288,602,1,8,186,216
Kirk Hinrich,2010,308,753,104,280,85,113
Mike Miller,2010,217,433,82,171,70,85
Lamar Odom,2010,342,739,58,182,140,202
Al Thornton,2010,320,676,11,31,153,211
Luke Ridnour,2010,328,686,69,181,127,140
Ersan Ilyasova,2010,323,729,81,241,113,158
T.J. Ford,2010,186,418,8,50,104,135
Jason Kidd,2010,284,671,176,414,80,99
Omri Casspi,2010,300,672,75,203,117,174
Jose Calderon,2010,274,568,68,171,83,104
CJ Watson,2010,247,528,45,145,128,166
Dahntay Jones,2010,287,623,4,32,198,257
Kendrick Perkins,2010,314,522,0,3,163,280
Nicolas Batum,2010,139,268,54,132,43,51
Nate Robinson,2010,215,493,87,223,50,67
Marvin Williams,2010,302,664,40,132,176,215
Randy Foye,2010,256,619,63,182,129,145
Spencer Hawes,2010,312,666,26,87,73,106
Will Bynum,2010,237,534,12,55,142,178
Ronald Murray,2010,268,683,69,221,141,194
Mike Dunleavy,2010,229,558,75,236,133,158
James Harden,2010,233,578,93,248,194,240
CJ Miles,2010,241,562,74,217,66,95
Chris Douglas-Roberts,2010,255,573,14,54,133,157
Hakim Warrick,2010,265,550,1,7,202,274
JJ Redick,2010,243,553,111,274,191,222
Leandro Barbosa,2010,155,365,44,136,64,73
Brandon Rush,2010,297,702,124,302,56,89
Tyrus Thomas,2010,194,420,0,3,120,175
Henry Walker,2010,120,232,50,116,39,49
Wesley Matthews,2010,273,565,63,165,160,193
Martell Webster,2010,259,639,124,332,126,155
Jonas Jerebko,2010,290,603,36,115,125,176
Brendan Haywood,2010,276,491,0,1,152,245
Mike Bibby,2010,268,644,126,324,68,79
Larry Hughes,2010,137,386,43,139,94,113
Kyle Lowry,2010,184,464,37,136,215,260
Travis Outlaw,2010,110,281,40,105,49,59
Rasheed Wallace,2010,266,650,82,290,96,125
Quentin Richardson,2010,242,561,142,358,52,71
Chase Budinger,2010,249,565,92,249,67,87
Matt Barnes,2010,271,557,66,207,108,146
Arron Afflalo,2010,272,585,108,249,72,98
Ronnie Brewer,2010,209,429,8,31,85,133
Delonte West,2010,194,436,25,77,115,142
Brad Miller,2010,250,581,37,132,182,220
Willie Green,2010,248,543,47,136,95,114
Mickael Pietrus,2010,233,539,116,306,69,109
Nick Young,2010,233,558,69,170,104,130
DeMar DeRozan,2010,255,512,4,16,148,194
Toney Douglas,2010,179,391,68,175,55,68
Marreese Speights,2010,212,444,0,5,108,145
Anderson Varejao,2010,267,467,1,5,116,175
Jerry Stackhouse,2010,129,316,45,130,55,69
Jerryd Bayless,2010,200,483,29,92,201,242
Donte Greene,2010,244,553,69,183,90,140
JJ Hickson,2010,289,522,0,1,111,163
Tyler Hansbrough,2010,81,225,0,4,84,113
Andres Nocioni,2010,234,587,96,249,71,99
Terrence Williams,2010,261,651,31,100,103,144
Nenad Krstic,2010,281,560,1,5,76,106
Ty Lawson,2010,201,390,34,83,106,140
Jared Dudley,2010,225,490,120,262,104,138
Ramon Sessions,2010,253,555,1,15,167,233
Rafer Alston,2010,155,446,58,168,59,81
Tracy McGrady,2010,91,235,16,64,47,63
Shannon Brown,2010,253,592,62,189,99,121
Rudy Fernandez,2010,160,423,98,266,85,98
Francisco Garcia,2010,82,176,23,59,15,17
Jrue Holiday,2010,230,520,62,159,65,86
Devin Brown,2010,136,361,58,164,69,86
Shane Battier,2010,178,447,101,279,77,106
Goran Dragic,2010,222,491,74,188,117,159
Earl Watson,2010,223,524,53,184,120,169
Cartier Martin,2010,50,136,17,49,24,30
Craig Smith,2010,226,397,1,5,132,208
DeJuan Blair,2010,275,495,0,2,88,161
Jarvis Hayes,2010,138,328,60,179,14,18
Ryan Anderson,2010,169,388,78,211,71,82
Jose Juan Barea,2010,232,527,56,157,76,90
Luther Head,2010,136,311,37,105,48,58
Sonny Weems,2010,236,458,2,15,44,64
Marcus Camby,2010,238,501,2,7,78,122
Tim Thomas,2010,49,106,16,43,21,24
Derek Fisher,2010,212,558,78,224,113,132
Sam Young,2010,224,497,11,56,136,175
Zydrunas Ilgauskas,2010,194,438,11,23,75,101
Chris Duhon,2010,168,451,90,258,68,95
Alonzo Gee,2010,28,59,7,9,18,29
Anthony Parker,2010,206,475,108,261,75,95
Steve Blake,2010,217,522,116,294,36,48
A.J. Price,2010,145,354,60,174,60,75
Darius Songaila,2010,241,488,1,6,60,74
Jordan Farmar,2010,224,515,86,229,57,85
Kyle Korver,2010,138,280,59,110,39,49
Mario Chalmers,2010,182,454,75,236,82,110
Morris Peterson,2010,116,301,62,171,33,54
Marco Belinelli,2010,154,379,60,158,101,121
Rodrigue Beaubois,2010,155,299,45,110,42,52
Dorell Wright,2010,194,419,61,157,61,69
Kris Humphries,2010,180,408,0,1,127,190
Matt Bonner,2010,166,372,90,231,35,48
Eddie House,2010,173,455,79,227,48,52
Shaun Livingston,2010,104,201,0,6,42,48
Keyon Dooling,2010,129,324,59,157,47,61
Jason Maxiell,2010,212,415,0,1,89,155
Darko Milicic,2010,100,204,0,1,15,28
Wayne Ellington,2010,190,448,64,162,61,70
Sergio Rodriguez,2010,167,351,32,91,68,93
Earl Boykins,2010,172,403,19,60,77,89
JaVale McGee,2010,156,307,0,1,74,116
Antoine Wright,2010,162,399,58,173,53,77
Charlie Bell,2010,169,443,73,200,48,67
D.J. Augustin,2010,168,435,70,178,102,131
Daniel Gibson,2010,125,268,71,149,34,49
Roger Mason Jr.,2010,193,496,88,264,27,34
Serge Ibaka,2010,201,370,1,2,58,92
Glen Davis,2010,122,279,0,4,96,138
Vladimir Radmanovic,2010,103,273,30,108,20,27
Amir Johnson,2010,208,334,0,4,95,149
Luc Mbah a Moute,2010,177,369,6,17,93,133
Ryan Hollins,2010,169,303,0,1,109,158
Tony Allen,2010,129,253,0,5,72,119
Carlos Arroyo,2010,178,375,7,25,76,90
Jason Williams,2010,189,426,84,221,31,41
Juwan Howard,2010,191,375,0,1,55,70
Thabo Sefolosha,2010,194,441,41,131,60,89
Erick Dampier,2010,133,213,1,3,61,101
Chris Andersen,2010,142,251,0,3,164,236
Nick Collison,2010,182,309,1,4,74,107
David Andersen,2010,147,340,27,78,46,67
Antonio McDyess,2010,205,428,0,2,36,57
Maurice Evans,2010,175,393,57,169,46,61
Jason Kapono,2010,126,301,63,171,9,15
Marquis Daniels,2010,124,249,6,28,34,56
Damien Wilkins,2010,165,381,18,61,103,129
Ben Wallace,2010,158,292,0,2,65,160
Jannero Pargo,2010,132,381,38,138,42,45
Devean George,2010,89,206,48,123,16,23
Jared Jeffries,2010,138,314,21,71,75,120
Bobby Simmons,2010,42,117,20,63,18,20
Jordan Hill,2010,99,201,0,2,46,68
James Posey,2010,126,345,81,242,66,80
Austin Daye,2010,137,295,29,95,46,56
Garrett Temple,2010,44,101,13,37,35,50
Daequan Cook,2010,81,253,40,126,21,25
Marcus Banks,2010,39,73,7,24,24,29
Ronny Turiaf,2010,85,146,0,1,37,78
Jamario Moon,2010,114,247,32,100,36,45
Sebastian Telfair,2010,83,201,13,56,29,37
DeAndre Jordan,2010,144,238,0,2,48,128
Bobby Brown,2010,88,237,26,98,13,15
Eric Maynor,2010,154,368,22,71,52,72
Jonathan Bender,2010,40,100,14,39,24,26
Lou Amundson,2010,152,276,0,1,67,123
Rodney Carney,2010,113,282,41,135,52,63
Jodie Meeks,2010,104,268,42,132,31,39
Chris Hunter,2010,109,217,0,4,52,69
Mike James,2010,6,20,2,6,4,8
Oleksiy Pecherov,2010,77,188,14,52,29,32
Darrell Arthur,2010,63,146,0,1,17,30
James Singleton,2010,97,254,7,37,53,62
Trenton Hassell,2010,90,219,0,5,52,69
Michael Finley,2010,81,184,32,82,8,15
Keith Bogans,2010,120,298,70,196,37,50
Ricky Davis,2010,62,143,16,42,18,31
Acie Law,2010,35,75,5,16,38,49
Marcus Williams,2010,104,271,24,81,37,55
Stephen Graham,2010,119,240,16,50,42,65
Joey Graham,2010,105,202,2,13,54,73
Zaza Pachulia,2010,120,246,0,4,93,143
Josh McRoberts,2010,76,146,8,23,19,38
Ronnie Price,2010,98,242,18,63,41,59
Anthony Johnson,2010,49,111,13,39,19,20
Jawad Williams,2010,81,206,30,93,32,45
Jermaine Taylor,2010,45,119,5,22,33,46
James Jones,2010,43,119,37,90,23,28
Chucky Atkins,2010,57,157,22,73,25,27
Coby Karl,2010,11,32,2,11,4,6
Mike Wilks,2010,6,12,2,3,2,4
Solomon Jones,2010,78,176,0,3,51,71
James Johnson,2010,95,210,15,46,51,70
Dante Cunningham,2010,106,214,0,2,31,48
Julian Wright,2010,116,232,2,6,25,41
Shelden Williams,2010,63,121,0,1,75,98
Sasha Pavlovic,2010,109,300,35,118,10,26
Marcin Gortat,2010,121,227,0,3,51,75
Ime Udoka,2010,91,241,26,91,42,57
Jamaal Tinsley,2010,52,140,7,39,22,27
Eduardo Najera,2010,62,146,19,64,14,24
Alando Tucker,2010,17,39,1,7,16,21
Johan Petro,2010,54,101,0,1,14,21
Jason Smith,2010,75,174,10,29,29,42
Anthony Carter,2010,76,181,17,63,11,13
Sean May,2010,51,111,0,4,21,32
Sundiata Gaines,2010,38,82,7,26,23,46
Kwame Brown,2010,62,124,0,1,33,98
Derrick Brown,2010,68,147,2,7,48,72
Jeff Teague,2010,90,227,7,32,41,49
Nathan Jawai,2010,49,111,0,1,26,38
Roko Leni Ukic,2010,14,30,3,12,9,11
Jeff Foster,2010,22,46,0,1,5,9
DaJuan Summers,2010,46,130,15,42,27,38
Joe Smith,2010,77,193,1,7,39,48
Kyle Weaver,2010,12,33,7,19,5,6
DeMarre Carroll,2010,88,222,0,6,33,53
Sasha Vujacic,2010,66,164,25,81,28,33
Earl Clark,2010,56,151,2,5,26,36
Josh Powell,2010,71,194,7,16,20,31
Gerald Henderson,2010,37,104,4,19,35,47
Kyrylo Fesenko,2010,52,95,0,1,24,57
Sean Williams,2010,21,49,0,1,10,19
Patty Mills,2010,10,24,2,4,4,7
Mardy Collins,2010,47,128,4,17,13,21
Marcus Haislip,2010,10,21,3,5,2,5
Marcus Landry,2010,16,43,9,28,3,5
Tony Battie,2010,14,40,1,4,7,10
Adam Morrison,2010,32,85,5,21,5,8
Luke Walton,2010,30,84,7,17,2,4
Lester Hudson,2010,21,53,5,16,11,13
Chris Quinn,2010,20,56,10,32,6,6
Michael Harris,2010,11,30,0,1,7,11
J.R. Giddens,2010,28,60,0,10,13,23
Hilton Armstrong,2010,28,79,0,1,15,32
DeShawn Stevenson,2010,46,163,19,87,25,35
Royal Ivey,2010,35,83,14,35,9,12
Malik Hairston,2010,40,76,2,11,17,30
Steve Novak,2010,42,108,22,71,7,9
Malik Allen,2010,46,116,1,6,12,13
Danny Green,2010,15,39,6,22,4,6
Matt Carroll,2010,18,50,4,19,6,6
Quinton Ross,2010,40,111,4,21,8,14
Kevin Ollie,2010,18,45,0,1,8,8
Patrick O'Bryant,2010,8,15,0,1,3,6
Hamed Haddadi,2010,24,62,0,3,14,19
Cedric Jackson,2010,6,20,1,6,7,12
Brian Cardinal,2010,14,36,3,9,17,18
Brian Cook,2010,7,23,2,9,5,7
Brian Scalabrine,2010,29,85,16,49,4,6
Taylor Griffin,2010,4,10,0,2,2,4
Will Conroy,2010,3,10,0,3,0,2
Renaldo Balkman,2010,6,18,0,7,2,6
Lindsey Hunter,2010,5,30,1,13,2,2
Darnell Jackson,2010,9,30,1,4,4,6
Mario West,2010,12,21,0,1,6,10
Jason Collins,2010,8,23,0,1,0,2
Travis Diener,2010,2,10,1,7,1,4
Joe Alexander,2010,1,6,0,1,2,3
Dwyane Wade,2009,854,1739,88,278,590,771
LeBron James,2009,789,1613,132,384,594,762
Kobe Bryant,2009,800,1712,118,336,483,564
Dirk Nowitzki,2009,774,1616,61,170,485,545
Danny Granger,2009,571,1277,182,450,404,460
Kevin Durant,2009,661,1390,97,230,452,524
Kevin Martin,2009,341,811,115,277,457,527
Al Jefferson,2009,485,975,0,4,186,252
Chris Paul,2009,631,1255,64,176,455,524
Carmelo Anthony,2009,535,1207,63,170,371,468
Chris Bosh,2009,615,1263,12,49,504,617
Brandon Roy,2009,633,1318,83,220,416,505
Antawn Jamison,2009,674,1441,112,319,341,452
Tony Parker,2009,639,1263,19,65,284,363
Amar'e Stoudemire,2009,404,749,3,7,323,387
Joe Johnson,2009,620,1420,149,414,299,362
Devin Harris,2009,455,1039,64,220,496,605
Michael Redd,2009,249,547,70,191,131,161
David West,2009,610,1292,6,25,367,415
Zach Randolph,2009,415,873,32,97,179,244
Vince Carter,2009,588,1345,151,392,335,410
Caron Butler,2009,491,1085,65,210,345,402
Stephen Jackson,2009,413,997,103,305,294,356
Ben Gordon,2009,598,1315,173,422,330,382
Dwight Howard,2009,560,979,0,2,504,849
Paul Pierce,2009,540,1181,119,304,459,553
Al Harrington,2009,532,1212,171,470,234,295
Jamal Crawford,2009,419,1022,142,394,300,344
Yao Ming,2009,566,1032,1,1,381,440
Richard Jefferson,2009,537,1222,116,292,417,518
Jason Terry,2009,541,1168,167,456,198,225
Deron Williams,2009,463,984,70,226,326,384
Tim Duncan,2009,558,1107,0,2,334,483
Monta Ellis,2009,194,430,8,26,78,94
Rudy Gay,2009,572,1262,85,242,264,344
Pau Gasol,2009,592,1045,1,2,343,439
Andre Iguodala,2009,542,1147,80,261,377,521
Corey Maggette,2009,292,634,24,95,342,415
O.J. Mayo,2009,562,1283,145,378,247,281
John Salmons,2009,516,1093,126,302,288,347
Richard Hamilton,2009,466,1043,70,190,223,263
Ray Allen,2009,499,1040,199,486,237,249
LaMarcus Aldridge,2009,601,1243,7,28,261,334
Josh Howard,2009,353,783,58,168,172,220
Mo Williams,2009,526,1126,183,420,208,228
Shaquille O'Neal,2009,512,841,0,1,309,519
Rashard Lewis,2009,478,1089,220,554,225,269
Chauncey Billups,2009,410,980,162,397,418,458
Allen Iverson,2009,348,834,28,99,271,347
Nate Robinson,2009,449,1028,125,385,249,296
Metta World Peace,2009,416,1037,153,383,196,262
Mehmet Okur,2009,431,888,90,202,273,334
Jason Richardson,2009,465,974,129,325,153,199
Al Thornton,2009,469,1051,20,79,236,313
Hedo Turkoglu,2009,423,1025,134,376,314,389
Derrick Rose,2009,574,1208,16,72,197,250
Jameer Nelson,2009,267,531,82,181,86,97
Gerald Wallace,2009,389,811,39,131,365,454
Jeff Green,2009,476,1068,96,247,242,307
Andre Miller,2009,492,1041,15,53,338,409
Randy Foye,2009,399,981,111,308,230,272
Charlie Villanueva,2009,487,1089,89,258,201,240
Eric Gordon,2009,411,901,131,337,299,350
David Lee,2009,522,951,0,3,249,330
Kevin Garnett,2009,393,740,2,8,111,132
Steve Nash,2009,428,851,108,246,196,210
Tracy McGrady,2009,188,485,44,117,125,156
Josh Smith,2009,418,849,26,87,211,359
Manu Ginobili,2009,223,491,69,209,168,190
Andrea Bargnani,2009,431,958,119,291,221,266
Russell Westbrook,2009,436,1095,35,129,349,428
Thaddeus Young,2009,475,960,56,164,139,189
J.R. Smith,2009,424,950,180,453,205,272
Mike Dunleavy,2009,93,232,32,90,53,65
T.J. Ford,2009,413,913,35,104,245,281
Baron Davis,2009,355,959,99,328,159,210
Mike Bibby,2009,437,1005,167,428,135,171
Nene,2009,428,709,1,5,266,368
Wilson Chandler,2009,455,1054,103,314,171,215
Kelenna Azubuike,2009,392,845,94,210,185,229
Troy Murphy,2009,364,767,161,358,152,184
Leandro Barbosa,2009,366,759,90,240,171,194
Tayshaun Prince,2009,459,1020,56,141,189,243
Raymond Felton,2009,442,1083,59,207,219,272
Luol Deng,2009,265,591,8,20,152,191
Michael Beasley,2009,452,957,33,81,186,241
Marvin Williams,2009,285,622,55,155,220,273
Cuttino Mobley,2009,63,146,12,35,13,18
Ronnie Brewer,2009,421,828,22,85,247,352
Marquis Daniels,2009,311,689,18,90,93,129
Paul Millsap,2009,400,749,0,4,228,326
Rodney Stuckey,2009,401,913,23,78,233,290
Ryan Gomes,2009,420,974,106,285,146,181
Peja Stojakovic,2009,287,719,145,384,93,104
Jermaine O'Neal,2009,365,770,0,1,175,222
Boris Diaw,2009,448,884,75,181,101,147
Jarrett Jack,2009,386,853,78,221,224,263
Brook Lopez,2009,448,844,0,2,172,217
Gilbert Arenas,2009,6,23,2,7,12,16
Shawn Marion,2009,382,788,10,53,117,147
Zydrunas Ilgauskas,2009,342,724,15,39,139,174
Jose Calderon,2009,320,644,82,202,151,154
Louis Williams,2009,336,844,63,220,304,385
Travis Outlaw,2009,385,850,89,236,175,242
Luis Scola,2009,424,799,0,3,196,258
Francisco Garcia,2009,295,665,88,221,146,178
Ramon Sessions,2009,345,775,6,34,281,354
Ronald Murray,2009,355,795,87,242,177,233
Rasheed Wallace,2009,302,720,113,319,78,101
Grant Hill,2009,390,745,24,76,181,224
Raja Bell,2009,299,684,114,271,87,102
Rajon Rondo,2009,383,759,15,48,172,268
Marc Gasol,2009,350,661,0,1,275,375
Brad Miller,2009,292,614,23,56,224,272
Drew Gooden,2009,237,506,0,4,131,156
Andris Biedrins,2009,308,533,0,1,119,216
Roger Mason Jr.,2009,349,822,166,394,105,118
D.J. Augustin,2009,267,621,108,246,208,233
Delonte West,2009,285,624,91,228,90,108
Rafer Alston,2009,316,820,112,331,156,208
Kenyon Martin,2009,318,648,14,38,119,197
Larry Hughes,2009,224,557,75,193,117,145
Hakim Warrick,2009,340,693,5,23,266,374
Andrei Kirilenko,2009,256,570,20,73,244,311
Al Horford,2009,312,594,0,1,149,205
Andres Nocioni,2009,299,701,124,311,145,183
Spencer Hawes,2009,373,800,40,115,90,136
Lamar Odom,2009,346,703,33,103,160,257
Rasual Butler,2009,348,803,140,359,86,110
Aaron Brooks,2009,316,783,113,309,149,172
Chris Duhon,2009,287,681,127,325,179,209
Jason Thompson,2009,356,717,0,8,198,286
Kevin Love,2009,316,688,2,19,265,336
Steve Blake,2009,277,647,140,328,63,75
Beno Udrih,2009,321,696,35,113,123,150
Mike Conley,2009,323,730,88,217,161,197
Nick Young,2009,336,756,56,164,164,193
Tyrus Thomas,2009,308,683,3,9,238,304
Anthony Parker,2009,321,754,94,241,121,145
Rudy Fernandez,2009,268,630,159,398,120,143
Marcus Camby,2009,254,496,1,4,132,182
Matt Barnes,2009,285,674,117,341,101,136
Quentin Richardson,2009,262,667,120,329,89,117
Anthony Morrow,2009,255,534,86,184,80,92
Craig Smith,2009,289,514,0,1,168,248
Andray Blatche,2009,297,630,5,21,114,162
Mario Chalmers,2009,278,662,114,311,148,193
Derek Fisher,2009,292,688,120,302,110,130
Linas Kleiza,2009,289,646,87,267,148,204
Mike Miller,2009,264,548,85,225,109,149
Kirk Hinrich,2009,183,419,69,169,68,86
Sebastian Telfair,2009,267,697,73,211,131,160
Keyon Dooling,2009,261,598,99,235,127,154
Michael Finley,2009,301,689,131,319,51,62
Von Wafer,2009,229,512,64,164,88,117
Luke Ridnour,2009,250,621,55,157,133,153
Rashad McCants,2009,192,488,63,189,107,141
CJ Watson,2009,257,562,48,120,168,193
Mickael Pietrus,2009,176,426,80,223,78,110
Carl Landry,2009,240,418,1,3,157,193
Daequan Cook,2009,242,645,153,395,49,56
CJ Miles,2009,258,562,63,179,78,89
Kyle Korver,2009,245,560,103,267,112,127
Jason Kidd,2009,257,618,131,323,86,105
James Posey,2009,216,524,116,314,120,146
Trevor Ariza,2009,274,596,61,191,120,169
Marco Belinelli,2009,140,317,52,131,40,52
Mike James,2009,197,514,69,184,68,82
Jarvis Hayes,2009,257,577,94,244,36,52
Yi Jianlian,2009,191,500,48,140,95,123
Anderson Varejao,2009,270,504,0,2,154,250
Eddie House,2009,249,560,151,340,42,53
Kendrick Perkins,2009,276,478,0,2,96,160
Tim Thomas,2009,189,438,78,189,89,121
Brandon Bass,2009,252,508,0,6,182,210
Willie Green,2009,286,658,51,161,62,85
Courtney Lee,2009,243,540,82,203,78,94
Charlie Bell,2009,217,524,87,240,66,80
Brandan Wright,2009,130,246,0,4,63,85
Nick Collison,2009,243,428,0,2,98,136
Matt Bonner,2009,266,536,118,268,17,23
Jason Kapono,2009,261,604,98,229,34,42
Brandon Rush,2009,243,575,78,209,46,66
Anthony Randolph,2009,199,431,0,4,101,141
Bobby Simmons,2009,198,441,117,262,43,58
Jose Juan Barea,2009,246,557,55,154,70,93
Daniel Gibson,2009,206,527,108,283,66,86
Tony Allen,2009,137,284,6,27,79,109
Marreese Speights,2009,252,502,2,8,102,132
Joey Graham,2009,231,480,3,16,132,160
Kyle Lowry,2009,189,434,25,98,181,226
Desmond Mason,2009,124,285,0,3,46,85
Bobby Jackson,2009,193,485,60,197,86,101
Ryan Anderson,2009,160,407,69,189,98,116
Darius Songaila,2009,243,457,0,1,80,90
Antoine Wright,2009,179,431,45,149,71,95
Fred Jones,2009,129,317,54,147,66,81
Shane Battier,2009,145,354,91,237,55,67
Luc Mbah a Moute,2009,227,491,0,4,140,192
Jamario Moon,2009,222,474,65,183,68,80
Chris Wilcox,2009,184,370,0,4,79,140
Will Bynum,2009,156,342,3,19,95,119
Maurice Evans,2009,208,482,98,248,60,73
Rodney Carney,2009,176,423,79,226,50,66
Wally Szczerbiak,2009,179,398,69,168,90,106
Glen Davis,2009,199,450,2,5,130,178
Steve Novak,2009,176,396,119,286,21,23
